[OBJECTS]
#brick
#dọc trái
1	0	0	22	32	2048
#ngang dưới
1	0	1984	22	2048	50
#dãy 1
1	223	1939	22	65	50
1	223	1820	22	65	80
1	479	1939	22	65	50
1	479	1820	22	65	80
1	735	1939	22	65	50
1	735	1820	22	65	80
1	991	1939	22	65	50
1	991	1820	22	65	80
1	1247	1939	22	65	50
1	1247	1820	22	65	80
1	1503	1820	22	65	170
#dãy 2
1	223	1683	22	65	50
1	223	1564	22	65	80
1	479	1683	22	65	50
1	479	1564	22	65	170
1	735	1683	22	65	50
1	735	1564	22	65	170
1	991	1683	22	65	50
1	991	1564	22	65	80
1	1247	1683	22	65	50
1	1247	1564	22	65	80
1	1503	1564	22	65	170
#dãy 3
1	223	1427	22	65	50
1	223	1308	22	65	170
1	479	1427	22	65	50
1	479	1308	22	65	80
1	735	1427	22	65	50
1	735	1308	22	65	80
1	991	1427	22	65	50
1	991	1308	22	65	80
1	1247	1427	22	65	50
1	1247	1308	22	65	170
1	1503	1308	22	65	170
#dãy 4
1	223	1171	22	65	50
1	223	1052	22	65	80
1	479	1171	22	65	50
1	479	1052	22	65	170
1	735	1171	22	65	50
1	735	1052	22	65	170
1	991	1171	22	65	50
1	991	1052	22	65	170
1	1247	1171	22	65	50
1	1247	1052	22	65	170
1	1503	1052	22	65	170
#dãy 5
1	223	915	22	65	50
1	223	796	22	65	80
1	479	915	22	65	50
1	479	796	22	65	80
1	735	915	22	65	50
1	735	796	22	65	80
1	991	915	22	65	50
1	991	796	22	65	170
1	1247	915	22	65	50
1	1247	796	22	65	170
1	1503	796	22	65	170
#dãy 6
1	735	540	22	65	170
1	991	540	22	65	170
#hàng 1
1	0	1728	22	150	95
1	143	1728	22	140	95
1	256	1728	22	112	95
1	399	1728	22	140	95
1	512	1728	22	112	95
1	655	1728	22	140	95
1	768	1728	22	112	95
1	911	1728	22	140	95
1	1024	1728	22	150	95
1	1167	1728	22	140	95
1	1280	1728	22	150	95
1	1423	1728	22	140	95
#hàng 2
1	0	1472	22	112	95
1	143	1472	22	140	95
1	256	1472	22	150	95
1	399	1472	22	140	95
1	512	1472	22	112	95
1	655	1472	22	140	95
1	768	1472	22	150	95
1	911	1472	22	140	95
1	1024	1472	22	150	95
1	1167	1472	22	140	95
1	1280	1472	22	112	95
1	1423	1472	22	140	95
#hàng 3
1	0	1216	22	150	95
1	143	1216	22	140	95
1	256	1216	22	112	95
1	399	1216	22	140	95
1	512	1216	22	112	95
1	655	1216	22	140	95
1	768	1216	22	112	95
1	911	1216	22	140	95
1	1024	1216	22	112	95
1	1167	1216	22	140	95
1	1280	1216	22	150	95
1	1423	1216	22	140	95
#hàng 4
1	0	960	22	112	95
1	143	960	22	140	95
1	256	960	22	150	95
1	399	960	22	140	95
1	512	960	22	112	95
1	655	960	22	140	95
1	768	960	22	150	95
1	911	960	22	140	95
1	1024	960	22	112	95
1	1167	960	22	140	95
1	1280	960	22	112	95
1	1423	960	22	140	95
#hàng 5
1	0	704	22	150	95
1	143	704	22	140	95
1	256	704	22	150	95
1	399	704	22	140	95
1	512	704	22	150	95
1	655	704	22	140	95
1	768	704	22	112	95
1	911	704	22	140	95
1	1024	704	22	150	95
1	1167	704	22	140	95
1	1280	704	22	112	95
1	1423	704	22	140	95
#hàng 6
1	768	448	22	150	95
1	911	448	22	140	95
#chắn 
1	512	1120	22	270	47
#GateV2
#	gateX	gateY	intoXgo	intoXback	intoYgo	intoYback	typeDirect
#hang dau (tu duoi len)
200	229	1910	255	2	0	0	1
200	485	1910	510	257	0	0	1
200	741	1910	766	512	0	0	1
200	997	1910	1022	768	0	0	1
200	1253	1910	1279	1024	0	0	1
#hang 2 (tu duoi len)
200	229	1654	255	2	0	0	1
200	997	1654	1022	768	0	0	1
200	1253	1654	1279	1024	0	0	1
#hàng 3
200	485	1398	510	257	0	0	1
200	741	1398	766	512	0	0	1
200	997	1398	1022	768	0	0	1
#hàng 4
200	229	1142	255	2	0	0	1
#hàng 5
200	229	886	255	2	0	0	1
200	485	886	510	257	0	0	1
200	741	886	766	512	0	0	1
#dọc 1 
200	374	1732	0	0	1545	1800	2
200	630	1732	0	0	1545	1800	2
200	886	1732	0	0	1545	1800	2
#dọc 2
200	118	1476	0	0	1285	1545	2
200	630	1476	0	0	1285	1545	2
200	1142	1476	0	0	1285	1545	2
#dọc 3
200	374	1220	0	0	1025	1285	2
200	630	1220	0	0	1025	1285	2
200	886	1220	0	0	1025	1285	2
200	1142	1220	0	0	1025	1285	2
#dọc 4
200	118	964	0	0	765	1025	2
200	630	964	0	0	765	1025	2
200	1142	964	0	0	765	1025	2
#dọc 5
200	886	708	0	0	505	765	2

#cục
1	591	1823	22	17	17
1	562	1855	22	17	17
1	657	1855	22	17	17
1	687	1855	22	17	17
1	591	1887	22	17	17
1	623	1919	22	17	17
1	655	1919	22	17	17
1	560	1951	22	17	17
1	687	1951	22	17	17
